qid,query,docno,text,biased_rank,debiased_rank,source,from,selected_in_turn
1006728,which cerebral lobe of the brain is involved in our ability to see,msmarco_passage_66_84491897,Occipital Lobe Damage. The occipital lobes of the brain are mainly involved in processing information from the eyes. The ability to see objects is achieved by the eyes but the ability to make sense of what we see is the job of the occipital lobe.,1,1,position diff: 0,both,1
1006728,which cerebral lobe of the brain is involved in our ability to see,msmarco_passage_29_510661852,Where is the temporal lobe and what does it do? The temporal lobe is one of the four major lobes of the cerebrum in the brain. The temporal lobe is located beneath the lateral fissure in the cerebral hemispheres on both sides of the brain. The temporal lobe is involved in: Understanding and remembering what we see (vision).,2,2,position diff: 0,both,2
1006728,which cerebral lobe of the brain is involved in our ability to see,msmarco_passage_00_805095721,A: The occipital lobes form the rear ends of the two major halves of the brain - the cerebral hemispheres. They are principally concerned with our ability to see and interpret what we see. A discreet hypodensity is what someone studying a computerised tomographic (CT) scan of the brain might observe in a patient.,3,3,position diff: 0,both,3
1006728,which cerebral lobe of the brain is involved in our ability to see,msmarco_passage_13_574326454,"and hearing. The occipital lobe controls our vision. Lastly, the cerebrum consists of two layers: the cerebral. cortex, which controls our coordination and personality, and the white matter. of the brain, which allows the brain to communicate. 2. Cerebellum: from Latin “little brain”, the cerebellum is.",4,4,position diff: 0,both,4
1006728,which cerebral lobe of the brain is involved in our ability to see,msmarco_passage_65_225025567,"In addition, it regulates our sleep and synchronizes all the cerebral lobes. The occipital lobe produces delta brain waves and the neurotransmitter serotonin. Moreover, the occipital lobe is involved with the brain’s ability to recognize objects. The occipital lobe is not only responsible for visual recognition of objects but it also helps us differentiate between shapes.",5,5,position diff: 0,both,5
1006728,which cerebral lobe of the brain is involved in our ability to see,msmarco_passage_28_864687853,"Cerebral Cortex – A person loses judgment and inhibitions become lowered. It also affects our perception and how sensory information reaches our brain. Frontal Lobe – This area of the brain is involved with a person’s planning, decision-making, and self-control.",6,7,position diff: -1,biased,6
1006728,which cerebral lobe of the brain is involved in our ability to see,msmarco_passage_23_479124719,"Visible Structures. The cerebral cortex. What you’re seeing when you picture a brain is the cerebral cortex, the largest and outermost layer of the brain. This layer houses all the functions that “make us human”: perception, language, decision making, analytical thinking, consciousness, and such. The two sides of the walnut are the left and right cerebral hemispheres, which are each divided into four lobes: the frontal, parietal, temporal, and occipital.",7,6,position diff: 1,unbiased,7
1006728,which cerebral lobe of the brain is involved in our ability to see,msmarco_passage_51_653520227,"This lobe is supplied by branches of the middle cerebral artery. One final anatomical structure evident on a sagittal view of the brain is the limbic lobe which is involved in the modulation of visceral, hormonal, and autonomic functions, as well as emotions, learning, and memory.",8,8,position diff: 0,both,8
1006728,which cerebral lobe of the brain is involved in our ability to see,msmarco_passage_55_329988089,"See our Interactive Graphic for more on brain structure. Further anatomical divisions of the cerebral hemispheres are the occipital lobe at the back, devoted to vision, and the parietal lobe above that, dealing with movement, position, orientation and calculation.",9,9,position diff: 0,both,9
1040198,who is the final arbiter of florida law in instances where there is no federal authority,msmarco_passage_21_73132792,"The Court is the final arbiter of Florida law, and its decisions are binding authority for all other Florida state courtsand for federal courts when they apply Florida law. In most instances, the only appeal from the Florida Supreme Court is to the U.S. Supreme Court on questions of federal law. [1]",1,1,position diff: 0,both,1
1040198,who is the final arbiter of florida law in instances where there is no federal authority,msmarco_passage_18_855527748,"Unlike the U.S. Supreme Court, the term ""associate justice"" is never used to describe the sitting Florida justices. The Court is the final arbiter of Florida law, and its decisions are binding authority for all other Florida state courts and for federal courts when they apply Florida law. In most instances, the only appeal from the Florida Supreme Court is to the U.S. Supreme Court on questions of federal law.",2,2,position diff: 0,both,2
1040198,who is the final arbiter of florida law in instances where there is no federal authority,msmarco_passage_18_855178612,"The Court is the final arbiter of Florida law, and its decisions are binding authority for all other Florida state courts. Established upon statehood in 1845, the court is headquartered across the street from the state capitol in Tallahassee. Throughout the court's history, it has undergone many reorganizations as Florida's population has steadily grown.",3,4,position diff: -1,biased,3
1040198,who is the final arbiter of florida law in instances where there is no federal authority,msmarco_passage_19_125724558,"The Court is the final arbiter of Florida law, and its decisions are binding authority for all other state courts. The five Florida District Courts of Appeal are the intermediate appellate courts . The 20 Florida circuit courts are trial courts of original jurisdiction for most controversies.",4,3,position diff: 1,unbiased,4
1040198,who is the final arbiter of florida law in instances where there is no federal authority,msmarco_passage_21_72934589,"Unlike the U.S. Supreme Court, the term ""associate justice"" is never used to describe the sitting Florida justices. The Court is the final arbiter of Florida law, and its decisions are binding authority for all other Florida state courts and for federal courts when they apply Florida law.",5,5,position diff: 0,both,5
